Id,Name,countryName,agespan,gender,occupation,industry,domain,domain2
9110,Rick santorum,United states,60,Male,Politician,Government,Institutions,Government
9111,Rob lowe,United states,54,Male,Actor,Film and theatre,Arts,Arts
9112,William styron,United states,81,Male,Writer,Language,Humanities,Humanities
9113,Zachary taylor,United states,66,Male,Politician,Government,Institutions,Government
9114,Brigham young,United states,76,Male,Religious figure,Religion,Institutions,Religion
9115,Calvin coolidge,United states,61,Male,Politician,Government,Institutions,Government
9116,Donald j. Cram,United states,82,Male,Chemist,Natural sciences,Science & technology,Science & technology
9117,John dewey,United states,93,Male,Psychologist,Social sciences,Science & technology,Science & technology
9118,"Joseph smith, jr.",United states,39,Male,Religious figure,Religion,Institutions,Religion
9119,Ted bundy,United states,43,Male,Extremist,Outlaws,Public figure,Public figure
9120,Chief seattle,United states,86,Male,Politician,Government,Institutions,Government
9121,Chuck palahniuk,United states,56,Male,Writer,Language,Humanities,Humanities
9122,George h. Hitchings,United states,93,Male,Physician,Medicine,Science & technology,Science & technology
9123,George stigler,United states,80,Male,Economist,Social sciences,Science & technology,Science & technology
9124,Hope solo,United states,37,Female,Soccer player,Team sports,Sports,Sports
9125,Larry sanger,United states,50,Male,Inventor,Invention,Science & technology,Science & technology
9126,Layne staley,United states,35,Male,Musician,Music,Arts,Arts
9127,Orson scott card,United states,67,Male,Writer,Language,Humanities,Humanities
9128,David j. Wineland,United states,74,Male,Physicist,Natural sciences,Science & technology,Science & technology
9129,Ed gein,United states,78,Male,Extremist,Outlaws,Public figure,Public figure
9130,Frank lloyd wright,United states,92,Male,Architect,Design,Arts,Arts
9131,Fredric march,United states,78,Male,Actor,Film and theatre,Arts,Arts
9132,Georgia o'keeffe,United states,99,Female,Artist,Fine arts,Arts,Arts
9133,Herbert spencer gasser,United states,75,Male,Physician,Medicine,Science & technology,Science & technology
9134,Jeffrey dahmer,United states,34,Male,Extremist,Outlaws,Public figure,Public figure
9135,Ken anderson,United states,42,Male,Wrestler,Individual sport,Sports,Sports
9136,Les paul,United states,94,Male,Inventor,Invention,Science & technology,Science & technology
9137,Paul ryan,United states,48,Male,Politician,Government,Institutions,Government
9138,Tony shalhoub,United states,65,Male,Actor,Film and theatre,Arts,Arts
9139,Willem dafoe,United states,63,Male,Actor,Film and theatre,Arts,Arts
9140,William murphy,United states,75,Male,Physician,Medicine,Science & technology,Science & technology
9141,Zack snyder,United states,52,Male,Film director,Film and theatre,Arts,Arts
9142,Jerry west,United states,80,Male,Basketball player,Team sports,Sports,Sports
9143,John forbes nash,United states,87,Male,Mathematician,Math,Science & technology,Science & technology
9144,Stonewall jackson,United states,39,Male,Military personnel,Military,Institutions,Army
9145,Angela davis,United states,74,Female,Social activist,Activism,Public figure,Public figure
9146,Ben wallace,United states,44,Male,Basketball player,Team sports,Sports,Sports
9147,Carl lewis,United states,57,Male,Athlete,Individual sport,Sports,Sports
9148,Channing tatum,United states,38,Male,Actor,Film and theatre,Arts,Arts
9149,Charles barkley,United states,55,Male,Basketball player,Team sports,Sports,Sports
9150,Condoleezza rice,United states,64,Female,Politician,Government,Institutions,Government
9151,Courteney cox,United states,54,Female,Actor,Film and theatre,Arts,Arts
9152,Debby ryan,United states,25,Female,Actor,Film and theatre,Arts,Arts
9153,E. O. Wilson,United states,89,Male,Biologist,Natural sciences,Science & technology,Science & technology
9154,Evander holyfield,United states,56,Male,Boxer,Individual sport,Sports,Sports
9155,Fred dalton thompson,United states,73,Male,Politician,Government,Institutions,Government
9156,Hank aaron,United states,84,Male,Baseball player,Team sports,Sports,Sports
9157,Hank williams,United states,30,Male,Singer,Music,Arts,Arts
9158,Helen keller,United states,88,Female,Social activist,Activism,Public figure,Public figure
9159,Jesse owens,United states,67,Male,Athlete,Individual sport,Sports,Sports
9160,Jimmy wales,United states,52,Male,Inventor,Invention,Science & technology,Science & technology
9161,Joe louis,United states,67,Male,Boxer,Individual sport,Sports,Sports
9162,Lionel richie,United states,69,Male,Musician,Music,Arts,Arts
9163,Louise fletcher,United states,84,Female,Actor,Film and theatre,Arts,Arts
9164,Mia hamm,United states,46,Female,Soccer player,Team sports,Sports,Sports
9165,Michael biehn,United states,62,Male,Actor,Film and theatre,Arts,Arts
9166,Nat king cole,United states,46,Male,Musician,Music,Arts,Arts
9167,Rosa parks,United states,92,Female,Social activist,Activism,Public figure,Public figure
9168,Timothy d. Cook,United states,58,Male,Businessperson,Business,Business & law,Business & law
9169,Bill clinton,United states,72,Male,Politician,Government,Institutions,Government
9170,Billy bob thornton,United states,63,Male,Actor,Film and theatre,Arts,Arts
9171,Douglas macarthur,United states,84,Male,Military personnel,Military,Institutions,Army
9172,John grisham,United states,63,Male,Writer,Language,Humanities,Humanities
9173,Kris allen,United states,33,Male,Singer,Music,Arts,Arts
9174,Mary steenburgen,United states,65,Female,Actor,Film and theatre,Arts,Arts
9175,Mike huckabee,United states,63,Male,Politician,Government,Institutions,Government
9176,Ne-yo,United states,36,Male,Singer,Music,Arts,Arts
9177,Scottie pippen,United states,53,Male,Basketball player,Team sports,Sports,Sports
9178,Charles mingus,United states,57,Male,Musician,Music,Arts,Arts
9179,Chester bennington,United states,41,Male,Singer,Music,Arts,Arts
9180,Emma stone,United states,30,Female,Actor,Film and theatre,Arts,Arts
9181,Gabrielle giffords,United states,48,Female,Politician,Government,Institutions,Government
9182,Joe jonas,United states,29,Male,Singer,Music,Arts,Arts
9183,Jordin sparks,United states,29,Female,Singer,Music,Arts,Arts
9184,Michelle branch,United states,35,Female,Musician,Music,Arts,Arts
9185,Shawn michaels,United states,53,Male,Wrestler,Individual sport,Sports,Sports
9186,Aaron eckhart,United states,50,Male,Actor,Film and theatre,Arts,Arts
9187,Adam brody,United states,39,Male,Actor,Film and theatre,Arts,Arts
9188,Adam levine,United states,39,Male,Musician,Music,Arts,Arts
9189,Adlai stevenson ii,United states,65,Male,Diplomat,Government,Institutions,Government
9190,Alicia silverstone,United states,42,Female,Actor,Film and theatre,Arts,Arts
9191,Allyson felix,United states,33,Female,Athlete,Individual sport,Sports,Sports
9192,Alyson michalka,United states,29,Female,Actor,Film and theatre,Arts,Arts
9193,Amanda bynes,United states,32,Female,Actor,Film and theatre,Arts,Arts
9194,America ferrera,United states,34,Female,Actor,Film and theatre,Arts,Arts
9195,Amy lee,United states,37,Female,Musician,Music,Arts,Arts
9196,Andrew fire,United states,59,Male,Biologist,Natural sciences,Science & technology,Science & technology
9197,Angelina jolie,United states,43,Female,Actor,Film and theatre,Arts,Arts
9198,Anjelica huston,United states,67,Female,Actor,Film and theatre,Arts,Arts
9199,Ansel adams,United states,82,Male,Photographer,Fine arts,Arts,Arts
9200,Beau bridges,United states,77,Male,Actor,Film and theatre,Arts,Arts
9201,Beck hansen,United states,48,Male,Musician,Music,Arts,Arts
9202,Belinda carlisle,United states,60,Female,Singer,Music,Arts,Arts
9203,Ben affleck,United states,46,Male,Actor,Film and theatre,Arts,Arts
9204,Billie jean king,United states,75,Female,Tennis player,Individual sport,Sports,Sports
9205,Billie joe armstrong,United states,46,Male,Musician,Music,Arts,Arts
9206,Blake lively,United states,31,Female,Actor,Film and theatre,Arts,Arts
9207,Brad delson,United states,41,Male,Musician,Music,Arts,Arts
9208,Brandon lee,United states,28,Male,Actor,Film and theatre,Arts,Arts
9209,Brenda song,United states,30,Female,Actor,Film and theatre,Arts,Arts
9210,Bret easton ellis,United states,54,Male,Writer,Language,Humanities,Humanities
9211,Bridget fonda,United states,54,Female,Actor,Film and theatre,Arts,Arts
9212,Bruce lee,United states,33,Male,Actor,Film and theatre,Arts,Arts
9213,Bryce dallas howard,United states,37,Female,Actor,Film and theatre,Arts,Arts
9214,Buckethead,United states,49,Male,Musician,Music,Arts,Arts
9215,Cameron diaz,United states,46,Female,Actor,Film and theatre,Arts,Arts
9216,Camilla belle,United states,32,Female,Actor,Film and theatre,Arts,Arts
9217,Candice bergen,United states,72,Female,Actor,Film and theatre,Arts,Arts
9218,Carlos bocanegra,United states,39,Male,Soccer player,Team sports,Sports,Sports
9219,Carol w. Greider,United states,57,Female,Biologist,Natural sciences,Science & technology,Science & technology
9220,Carrie fisher,United states,60,Female,Actor,Film and theatre,Arts,Arts
9221,Cheech marin,United states,72,Male,Actor,Film and theatre,Arts,Arts
9222,Cher,United states,72,Female,Actor,Film and theatre,Arts,Arts
9223,Chris colfer,United states,28,Male,Actor,Film and theatre,Arts,Arts
9224,Chris penn,United states,41,Male,Actor,Film and theatre,Arts,Arts
9225,Chris pine,United states,38,Male,Actor,Film and theatre,Arts,Arts
9226,Christina applegate,United states,47,Female,Actor,Film and theatre,Arts,Arts
9227,Christina ricci,United states,38,Female,Actor,Film and theatre,Arts,Arts
9228,Christopher paolini,United states,35,Male,Writer,Language,Humanities,Humanities
9229,Cliff burton,United states,24,Male,Musician,Music,Arts,Arts
9230,Clifford geertz,United states,80,Male,Anthropologist,Social sciences,Science & technology,Science & technology
9231,Clint eastwood,United states,88,Male,Actor,Film and theatre,Arts,Arts
9232,Colbie caillat,United states,33,Female,Musician,Music,Arts,Arts
9233,Coolio,United states,55,Male,Singer,Music,Arts,Arts
9234,Courtney love,United states,54,Female,Singer,Music,Arts,Arts
9235,Danny elfman,United states,65,Male,Composer,Music,Arts,Arts
9236,Danny glover,United states,72,Male,Actor,Film and theatre,Arts,Arts
9237,Daron malakian,United states,43,Male,Musician,Music,Arts,Arts
9238,Darren criss,United states,31,Male,Actor,Film and theatre,Arts,Arts
9239,Daryl sabara,United states,26,Male,Actor,Film and theatre,Arts,Arts
9240,Dave brubeck,United states,92,Male,Musician,Music,Arts,Arts
9241,Dave mustaine,United states,57,Male,Musician,Music,Arts,Arts
9242,David carradine,United states,73,Male,Actor,Film and theatre,Arts,Arts
9243,David henrie,United states,29,Male,Actor,Film and theatre,Arts,Arts
9244,David strathairn,United states,69,Male,Actor,Film and theatre,Arts,Arts
9245,Dian fossey,United states,53,Female,Biologist,Natural sciences,Science & technology,Science & technology
9246,Diane keaton,United states,72,Female,Actor,Film and theatre,Arts,Arts
9247,Dj shadow,United states,46,Male,Musician,Music,Arts,Arts
9248,Doug savant,United states,54,Male,Actor,Film and theatre,Arts,Arts
9249,Dr. Dre,United states,53,Male,Singer,Music,Arts,Arts
9250,Drew barrymore,United states,43,Female,Actor,Film and theatre,Arts,Arts
9251,Dudley r. Herschbach,United states,86,Male,Chemist,Natural sciences,Science & technology,Science & technology
9252,Dustin hoffman,United states,81,Male,Actor,Film and theatre,Arts,Arts
9253,Earl warren,United states,83,Male,Judge,Government,Institutions,Government
9254,Eazy-e,United states,32,Male,Singer,Music,Arts,Arts
9255,Eddie fatu,United states,36,Male,Wrestler,Individual sport,Sports,Sports
9256,Edward furlong,United states,41,Male,Actor,Film and theatre,Arts,Arts
9257,Edward james olmos,United states,71,Male,Actor,Film and theatre,Arts,Arts
9258,Edwin mcmillan,United states,84,Male,Chemist,Natural sciences,Science & technology,Science & technology
9259,Elinor ostrom,United states,79,Female,Economist,Social sciences,Science & technology,Science & technology
9260,Elizabeth mitchell,United states,48,Female,Actor,Film and theatre,Arts,Arts
9261,Emile hirsch,United states,33,Male,Actor,Film and theatre,Arts,Arts
9262,Emily deschanel,United states,42,Female,Actor,Film and theatre,Arts,Arts
9263,Emily osment,United states,26,Female,Actor,Film and theatre,Arts,Arts
9264,Eric allin cornell,United states,57,Male,Physicist,Natural sciences,Science & technology,Science & technology
9265,Eric dane,United states,46,Male,Actor,Film and theatre,Arts,Arts
9266,Etta james,United states,74,Female,Singer,Music,Arts,Arts
9267,Eugene merle shoemaker,United states,69,Male,Astronomer,Natural sciences,Science & technology,Science & technology
9268,Florence griffith-joyner,United states,39,Female,Athlete,Individual sport,Sports,Sports
9269,"Freddie prinze, jr.",United states,42,Male,Actor,Film and theatre,Arts,Arts
9270,Gene hackman,United states,88,Male,Actor,Film and theatre,Arts,Arts
9271,George lucas,United states,74,Male,Film director,Film and theatre,Arts,Arts
9272,George stevens,United states,71,Male,Film director,Film and theatre,Arts,Arts
9273,Giovanni ribisi,United states,44,Male,Actor,Film and theatre,Arts,Arts
9274,Gloria stuart,United states,100,Female,Actor,Film and theatre,Arts,Arts
9275,Gordon moore,United states,89,Male,Businessperson,Business,Business & law,Business & law
9276,Greg grunberg,United states,52,Male,Actor,Film and theatre,Arts,Arts
9277,Gwen stefani,United states,49,Female,Singer,Music,Arts,Arts
9278,Gwyneth paltrow,United states,46,Female,Actor,Film and theatre,Arts,Arts
9279,Haley joel osment,United states,30,Male,Actor,Film and theatre,Arts,Arts
9280,Heather elizabeth morris,United states,31,Female,Actor,Film and theatre,Arts,Arts
9281,Heather locklear,United states,57,Female,Actor,Film and theatre,Arts,Arts
9282,Helen hunt,United states,55,Female,Actor,Film and theatre,Arts,Arts
9283,Holly marie combs,United states,45,Female,Actor,Film and theatre,Arts,Arts
9284,J. Christopher stevens,United states,52,Male,Diplomat,Government,Institutions,Government
9285,Jack black,United states,49,Male,Actor,Film and theatre,Arts,Arts
9286,Jack london,United states,40,Male,Writer,Language,Humanities,Humanities
9287,Jaden smith,United states,20,Male,Actor,Film and theatre,Arts,Arts
9288,Jake gyllenhaal,United states,38,Male,Actor,Film and theatre,Arts,Arts
9289,James cromwell,United states,78,Male,Actor,Film and theatre,Arts,Arts
9290,James franco,United states,40,Male,Actor,Film and theatre,Arts,Arts
9291,James harden,United states,29,Male,Basketball player,Team sports,Sports,Sports
9292,James hetfield,United states,55,Male,Musician,Music,Arts,Arts
9293,James horner,United states,62,Male,Composer,Music,Arts,Arts
9294,James newton howard,United states,67,Male,Composer,Music,Arts,Arts
9295,Jamie lee curtis,United states,60,Female,Actor,Film and theatre,Arts,Arts
9296,Janet leigh,United states,77,Female,Actor,Film and theatre,Arts,Arts
9297,Jason earles,United states,41,Male,Actor,Film and theatre,Arts,Arts
9298,Jason kidd,United states,45,Male,Basketball player,Team sports,Sports,Sports
9299,Jason lee,United states,48,Male,Actor,Film and theatre,Arts,Arts
9300,Jason segel,United states,38,Male,Actor,Film and theatre,Arts,Arts
9301,Jayceon terrell taylor,United states,39,Male,Musician,Music,Arts,Arts
9302,Jeff bridges,United states,69,Male,Actor,Film and theatre,Arts,Arts
9303,Jeff buckley,United states,31,Male,Musician,Music,Arts,Arts
9304,Jeff gordon,United states,47,Male,Racecar driver,Individual sport,Sports,Sports
9305,Jennette mccurdy,United states,26,Female,Actor,Film and theatre,Arts,Arts
9306,Jennifer aniston,United states,49,Female,Actor,Film and theatre,Arts,Arts
9307,Jeremy lin,United states,30,Male,Basketball player,Team sports,Sports,Sports
9308,Jeremy renner,United states,47,Male,Actor,Film and theatre,Arts,Arts
9309,Jerry brown,United states,80,Male,Politician,Government,Institutions,Government
9310,Jerry goldsmith,United states,75,Male,Composer,Music,Arts,Arts
9311,Jessica alba,United states,37,Female,Actor,Film and theatre,Arts,Arts
9312,Jessica chastain,United states,41,Female,Actor,Film and theatre,Arts,Arts
9313,Jimmie johnson,United states,43,Male,Racecar driver,Individual sport,Sports,Sports
9314,Jodie foster,United states,56,Female,Actor,Film and theatre,Arts,Arts
9315,Joe dimaggio,United states,85,Male,Baseball player,Team sports,Sports,Sports
9316,John cage,United states,80,Male,Composer,Music,Arts,Arts
9317,John steinbeck,United states,66,Male,Writer,Language,Humanities,Humanities
9318,John watts young,United states,88,Male,Astronaut,Explorers,Exploration,Exploration
9319,Jon lovitz,United states,61,Male,Actor,Film and theatre,Arts,Arts
9320,Jonathan davis,United states,47,Male,Singer,Music,Arts,Arts
9321,Joseph erlanger,United states,91,Male,Physician,Medicine,Science & technology,Science & technology
9322,Joseph gordon-levitt,United states,37,Male,Actor,Film and theatre,Arts,Arts
9323,Josh brolin,United states,50,Male,Actor,Film and theatre,Arts,Arts
9324,Josh groban,United states,37,Male,Singer,Music,Arts,Arts
9325,Josh holloway,United states,49,Male,Actor,Film and theatre,Arts,Arts
9326,Julie kavner,United states,68,Female,Actor,Film and theatre,Arts,Arts
9327,Juliette lewis,United states,45,Female,Actor,Film and theatre,Arts,Arts
9328,Kaley cuoco,United states,33,Female,Actor,Film and theatre,Arts,Arts
9329,Kate bosworth,United states,35,Female,Actor,Film and theatre,Arts,Arts
9330,Kate hudson,United states,39,Female,Actor,Film and theatre,Arts,Arts
9331,Katey sagal,United states,64,Female,Actor,Film and theatre,Arts,Arts
9332,Kathryn bigelow,United states,67,Female,Film director,Film and theatre,Arts,Arts
9333,Katy perry,United states,34,Female,Singer,Music,Arts,Arts
9334,Kerry king,United states,54,Male,Musician,Music,Arts,Arts
9335,Kesha,United states,31,Female,Singer,Music,Arts,Arts
9336,Kevin costner,United states,63,Male,Actor,Film and theatre,Arts,Arts
9337,Kevin federline,United states,40,Male,Companion,Companions,Public figure,Public figure
9338,Kevin love,United states,30,Male,Basketball player,Team sports,Sports,Sports
9339,Kevin mitnick,United states,55,Male,Computer scientist,Computer science,Science & technology,Science & technology
9340,Kim kardashian,United states,38,Female,Celebrity,Media personalit,Public figure,Public figure
9341,Kirk hammett,United states,56,Male,Musician,Music,Arts,Arts
9342,Krist novoselic,United states,53,Male,Musician,Music,Arts,Arts
9343,Kristen stewart,United states,28,Female,Actor,Film and theatre,Arts,Arts
9344,Landon donovan,United states,36,Male,Soccer player,Team sports,Sports,Sports
9346,Laura dern,United states,51,Female,Actor,Film and theatre,Arts,Arts
9347,Laurie holden,United states,49,Female,Actor,Film and theatre,Arts,Arts
9348,Leland h. Hartwell,United states,79,Male,Biologist,Natural sciences,Science & technology,Science & technology
9349,Leo fender,United states,82,Male,Inventor,Invention,Science & technology,Science & technology
9350,Leon panetta,United states,80,Male,Politician,Government,Institutions,Government
9351,Leonardo dicaprio,United states,44,Male,Actor,Film and theatre,Arts,Arts
9352,Liev schreiber,United states,51,Male,Actor,Film and theatre,Arts,Arts
9353,Lisa kudrow,United states,55,Female,Actor,Film and theatre,Arts,Arts
9354,Liza minnelli,United states,72,Female,Actor,Film and theatre,Arts,Arts
9355,Logan lerman,United states,26,Male,Actor,Film and theatre,Arts,Arts
9356,Luis alvarez,United states,77,Male,Physicist,Natural sciences,Science & technology,Science & technology
9357,M. Shadows,United states,37,Male,Singer,Music,Arts,Arts
9358,Madeleine stowe,United states,60,Female,Actor,Film and theatre,Arts,Arts
9359,Marion jones,United states,43,Female,Basketball player,Team sports,Sports,Sports
9360,Mark hamill,United states,67,Male,Actor,Film and theatre,Arts,Arts
9361,Mark harmon,United states,67,Male,Actor,Film and theatre,Arts,Arts
9362,Mark hoppus,United states,46,Male,Musician,Music,Arts,Arts
9363,Mark spitz,United states,68,Male,Swimmer,Individual sport,Sports,Sports
9364,Matt biondi,United states,53,Male,Swimmer,Individual sport,Sports,Sports
9365,Matthew morrison,United states,40,Male,Actor,Film and theatre,Arts,Arts
9366,Mc hammer,United states,56,Male,Singer,Music,Arts,Arts
9367,Mia farrow,United states,73,Female,Actor,Film and theatre,Arts,Arts
9368,Michael bay,United states,53,Male,Film director,Film and theatre,Arts,Arts
9369,Michelle pfeiffer,United states,60,Female,Actor,Film and theatre,Arts,Arts
9370,Michio kaku,United states,71,Male,Physicist,Natural sciences,Science & technology,Science & technology
9371,Mike dirnt,United states,46,Male,Musician,Music,Arts,Arts
9372,Mike shinoda,United states,41,Male,Musician,Music,Arts,Arts
9373,Milo ventimiglia,United states,41,Male,Actor,Film and theatre,Arts,Arts
9374,Milorad čavić,United states,34,Male,Swimmer,Individual sport,Sports,Sports
9375,Miranda cosgrove,United states,25,Female,Actor,Film and theatre,Arts,Arts
9376,Missy franklin,United states,23,Female,Swimmer,Individual sport,Sports,Sports
9377,Monica lewinsky,United states,45,Female,Celebrity,Media personalit,Public figure,Public figure
9378,Natalie wood,United states,43,Female,Actor,Film and theatre,Arts,Arts
9379,Nicolas cage,United states,54,Male,Actor,Film and theatre,Arts,Arts
9380,Nicole richie,United states,37,Female,Celebrity,Media personalit,Public figure,Public figure
9381,O. J. Simpson,United states,71,Male,American football,Team sports,Sports,Sports
9382,Oscar gutierrez,United states,44,Male,Wrestler,Individual sport,Sports,Sports
9383,Owen chamberlain,United states,86,Male,Physicist,Natural sciences,Science & technology,Science & technology
9384,Pat morita,United states,73,Male,Actor,Film and theatre,Arts,Arts
9385,Paul pierce,United states,41,Male,Basketball player,Team sports,Sports,Sports
9386,Paul walker,United states,40,Male,Actor,Film and theatre,Arts,Arts
9387,Paula abdul,United states,56,Female,Singer,Music,Arts,Arts
9388,Rachel bilson,United states,37,Female,Actor,Film and theatre,Arts,Arts
9389,Ray allen,United states,43,Male,Basketball player,Team sports,Sports,Sports
9390,Rebecca black,United states,21,Female,Singer,Music,Arts,Arts
9391,Rebecca romijn,United states,46,Female,Actor,Film and theatre,Arts,Arts
9392,Reggie miller,United states,53,Male,Basketball player,Team sports,Sports,Sports
9393,Richard chamberlain,United states,84,Male,Actor,Film and theatre,Arts,Arts
9394,Richard nixon,United states,81,Male,Politician,Government,Institutions,Government
9395,Rob schneider,United states,55,Male,Actor,Film and theatre,Arts,Arts
9396,Robert b. Laughlin,United states,68,Male,Physicist,Natural sciences,Science & technology,Science & technology
9397,Robert duvall,United states,87,Male,Actor,Film and theatre,Arts,Arts
9398,Robert englund,United states,71,Male,Actor,Film and theatre,Arts,Arts
9399,Robert frost,United states,89,Male,Writer,Language,Humanities,Humanities
9400,Robert mcnamara,United states,93,Male,Businessperson,Business,Business & law,Business & law
9401,Robert redford,United states,82,Male,Actor,Film and theatre,Arts,Arts
9402,Robert trujillo,United states,54,Male,Musician,Music,Arts,Arts
9403,Russell westbrook,United states,30,Male,Basketball player,Team sports,Sports,Sports
9404,Ryan o'neal,United states,77,Male,Actor,Film and theatre,Arts,Arts
9405,Sally field,United states,72,Female,Actor,Film and theatre,Arts,Arts
9406,Sally ride,United states,61,Female,Astronaut,Explorers,Exploration,Exploration
9407,Sam harris,United states,51,Male,Biologist,Natural sciences,Science & technology,Science & technology
9408,Sam peckinpah,United states,59,Male,Film director,Film and theatre,Arts,Arts
9409,Sam querrey,United states,31,Male,Tennis player,Individual sport,Sports,Sports
9410,Sasha cohen,United states,34,Female,Actor,Film and theatre,Arts,Arts
9411,Sasha grey,United states,30,Female,Pornographic actor,Media personalit,Public figure,Public figure
9412,Scatman john,United states,57,Male,Musician,Music,Arts,Arts
9413,Scott speed,United states,35,Male,Racecar driver,Individual sport,Sports,Sports
9414,Sean astin,United states,47,Male,Actor,Film and theatre,Arts,Arts
9415,Sean penn,United states,58,Male,Actor,Film and theatre,Arts,Arts
9416,Shane dawson,United states,30,Male,Actor,Film and theatre,Arts,Arts
9417,Shia labeouf,United states,32,Male,Actor,Film and theatre,Arts,Arts
9418,Shirley temple,United states,86,Female,Actor,Film and theatre,Arts,Arts
9419,Snoop dogg,United states,47,Male,Musician,Music,Arts,Arts
9420,Sophia bush,United states,36,Female,Actor,Film and theatre,Arts,Arts
9421,Steve jobs,United states,56,Male,Designer,Design,Arts,Arts
9422,Steve wozniak,United states,68,Male,Inventor,Invention,Science & technology,Science & technology
9423,Suzanne vega,United states,59,Female,Musician,Music,Arts,Arts
9424,Synyster gates,United states,37,Male,Musician,Music,Arts,Arts
9425,Tayshaun prince,United states,38,Male,Basketball player,Team sports,Sports,Sports
9426,Ted danson,United states,71,Male,Actor,Film and theatre,Arts,Arts
9427,Teri hatcher,United states,54,Female,Actor,Film and theatre,Arts,Arts
9428,The rev,United states,28,Male,Musician,Music,Arts,Arts
9429,The rock,United states,46,Male,Actor,Film and theatre,Arts,Arts
9430,Thomas j. Sargent,United states,75,Male,Economist,Social sciences,Science & technology,Science & technology
9431,Thomas schelling,United states,95,Male,Economist,Social sciences,Science & technology,Science & technology
9432,Thora birch,United states,36,Female,Actor,Film and theatre,Arts,Arts
9433,Tiger woods,United states,43,Male,Golfer,Individual sport,Sports,Sports
9434,Tim burton,United states,60,Male,Film director,Film and theatre,Arts,Arts
9435,Tobey maguire,United states,43,Male,Actor,Film and theatre,Arts,Arts
9436,Tom delonge,United states,43,Male,Musician,Music,Arts,Arts
9437,Tom hanks,United states,62,Male,Actor,Film and theatre,Arts,Arts
9438,Tom waits,United states,69,Male,Actor,Film and theatre,Arts,Arts
9439,Tony hawk,United states,50,Male,Skater,Individual sport,Sports,Sports
9440,Travis barker,United states,43,Male,Musician,Music,Arts,Arts
9441,Tyra banks,United states,45,Female,Model,Media personalit,Public figure,Public figure
9442,Tyson chandler,United states,36,Male,Basketball player,Team sports,Sports,Sports
9443,Ursula k. Le guin,United states,89,Female,Writer,Language,Humanities,Humanities
9444,Val kilmer,United states,59,Male,Actor,Film and theatre,Arts,Arts
9445,Vanessa hudgens,United states,30,Female,Actor,Film and theatre,Arts,Arts
9446,Venus williams,United states,38,Female,Tennis player,Individual sport,Sports,Sports
9447,Victor fleming,United states,60,Male,Film director,Film and theatre,Arts,Arts
9448,Weird al yankovic,United states,59,Male,Singer,Music,Arts,Arts
9449,Will ferrell,United states,51,Male,Actor,Film and theatre,Arts,Arts
9450,Will.i.am,United states,43,Male,Musician,Music,Arts,Arts
9451,William randolph hearst,United states,88,Male,Businessperson,Business,Business & law,Business & law
9452,William saroyan,United states,73,Male,Writer,Language,Humanities,Humanities
9453,Willis lamb,United states,95,Male,Physicist,Natural sciences,Science & technology,Science & technology
9454,Willow smith,United states,18,Female,Actor,Film and theatre,Arts,Arts
9455,Zac efron,United states,31,Male,Actor,Film and theatre,Arts,Arts
9456,Zendaya coleman,United states,22,Female,Actor,Film and theatre,Arts,Arts
9457,Zooey deschanel,United states,38,Female,Actor,Film and theatre,Arts,Arts
9458,Annasophia robb,United states,25,Female,Actor,Film and theatre,Arts,Arts
9459,Chauncey billups,United states,42,Male,Basketball player,Team sports,Sports,Sports
9460,David fincher,United states,56,Male,Film director,Film and theatre,Arts,Arts
9461,Douglas fairbanks,United states,56,Male,Actor,Film and theatre,Arts,Arts
9462,Frank welker,United states,72,Male,Actor,Film and theatre,Arts,Arts
9463,John kerry,United states,75,Male,Politician,Government,Institutions,Government
9464,John l. Hall,United states,84,Male,Physicist,Natural sciences,Science & technology,Science & technology
9465,John searle,United states,86,Male,Philosopher,Philosophy,Humanities,Humanities
9466,Ken kesey,United states,66,Male,Writer,Language,Humanities,Humanities
9467,Kristen schaal,United states,40,Female,Actor,Film and theatre,Arts,Arts
9468,Kristin davis,United states,53,Female,Actor,Film and theatre,Arts,Arts
9469,Talcott parsons,United states,77,Male,Sociologist,Social sciences,Science & technology,Science & technology
9470,Tim allen,United states,65,Male,Actor,Film and theatre,Arts,Arts
9471,Trey parker,United states,49,Male,Film director,Film and theatre,Arts,Arts
9472,Alfred g. Gilman,United states,74,Male,Chemist,Natural sciences,Science & technology,Science & technology
9473,Annie leibovitz,United states,69,Female,Photographer,Fine arts,Arts,Arts
9475,Barbara mcclintock,United states,90,Female,Biologist,Natural sciences,Science & technology,Science & technology
9476,Charles goodyear,United states,60,Male,Inventor,Invention,Science & technology,Science & technology
9477,Charles ives,United states,80,Male,Composer,Music,Arts,Arts
9478,Christopher lloyd,United states,80,Male,Actor,Film and theatre,Arts,Arts
9479,Craig mello,United states,58,Male,Biologist,Natural sciences,Science & technology,Science & technology
9480,Dean acheson,United states,78,Male,Diplomat,Government,Institutions,Government
9482,Ernest borgnine,United states,95,Male,Actor,Film and theatre,Arts,Arts
9483,George akerlof,United states,78,Male,Economist,Social sciences,Science & technology,Science & technology
9484,George bush,United states,72,Male,Politician,Government,Institutions,Government
9485,Glenn close,United states,71,Female,Actor,Film and theatre,Arts,Arts
9486,Harriet beecher stowe,United states,85,Female,Writer,Language,Humanities,Humanities
9487,Harry harrison,United states,87,Male,Writer,Language,Humanities,Humanities
9488,J. P. Morgan,United states,76,Male,Businessperson,Business,Business & law,Business & law
